Attack_ID,Attack_Type,Target_Industry,Location,Date,Severity,Damage_Estimate(USD),Affected_Systems
412,Brute Force Attack,Education,Brazil,2021-05-22,Low,276236,503
413,Cross-site Scripting (XSS),Telecommunications,Brazil,2022-04-16,Medium,4169589,473
414,DDoS,Technology,France,2020-08-05,Medium,128652,831
415,Phishing,Healthcare,Japan,2016-11-08,Low,2761453,658
416,Cross-site Scripting (XSS),Retail,China,2021-11-13,High,2074294,762
417,Brute Force Attack,Telecommunications,India,2021-06-16,High,1480984,528
418,Man-in-the-Middle,E-commerce,Japan,2015-07-24,Critical,3083595,328
419,SQL Injection,Finance,South Korea,2015-07-03,Low,3402365,177
420,SQL Injection,Defense,Japan,2017-01-31,Medium,3755598,731
421,Man-in-the-Middle,Defense,Germany,2024-09-04,Critical,267511,845
422,Malware,Finance,Germany,2021-07-09,Medium,2688606,434
423,Cross-site Scripting (XSS),Education,Germany,2022-03-14,Critical,3766055,306
424,Cross-site Scripting (XSS),Energy,USA,2020-03-09,Critical,2234112,881
425,Ransomware,Defense,France,2017-05-10,High,4532913,845
426,DDoS,Telecommunications,India,2021-03-04,Low,922541,43
427,Phishing,Energy,USA,2018-03-28,Critical,733482,155
428,Privilege Escalation,Technology,UK,2020-12-28,High,404154,30
429,Privilege Escalation,Energy,Russia,2023-11-09,Low,2001311,945
430,Ransomware,Telecommunications,USA,2015-01-07,Critical,1084108,675
431,Phishing,E-commerce,India,2018-10-31,Low,1725521,241
432,Malware,Healthcare,Brazil,2021-11-29,Medium,4160115,726
433,Cross-site Scripting (XSS),Technology,South Korea,2024-03-24,Low,2061157,644
434,Phishing,Finance,France,2017-03-17,Low,4380271,712
435,DDoS,Healthcare,Germany,2019-01-27,High,4775127,543
436,Phishing,Finance,South Korea,2021-09-16,Medium,2745656,367
437,Ransomware,Energy,UK,2023-05-28,Low,2715009,461
438,DDoS,E-commerce,USA,2021-07-16,Medium,4946326,376
439,SQL Injection,Government,Brazil,2023-03-29,Low,631692,85
440,Malware,Education,Germany,2022-09-14,Critical,510886,895
441,Zero-day Exploit,Telecommunications,Japan,2019-03-14,High,3345545,694
442,SQL Injection,Technology,France,2022-03-27,Critical,695176,124
443,Ransomware,Technology,France,2019-12-27,High,3184097,145
444,Ransomware,Telecommunications,France,2018-10-24,Medium,772663,251
445,Malware,E-commerce,France,2023-06-09,Critical,2458215,586
446,Zero-day Exploit,Healthcare,UK,2023-05-03,Critical,3403379,420
447,Brute Force Attack,Education,Japan,2023-05-07,Medium,1352762,862
448,SQL Injection,Healthcare,Brazil,2019-10-16,Medium,761892,319
449,DDoS,Government,India,2018-03-23,Critical,4080035,404
450,Privilege Escalation,Technology,Brazil,2015-01-24,High,825119,126
451,DDoS,E-commerce,Japan,2018-06-04,Critical,3977506,290
452,DDoS,Defense,India,2020-09-17,Medium,3696082,766
453,Man-in-the-Middle,Telecommunications,South Korea,2016-09-09,Medium,2680764,759
454,Man-in-the-Middle,Technology,France,2020-11-23,Medium,4437031,586
455,Zero-day Exploit,Defense,France,2021-07-13,Medium,1422767,295
456,Zero-day Exploit,Education,Brazil,2018-11-12,High,4576953,836
457,Man-in-the-Middle,Technology,South Korea,2015-02-03,Critical,4706140,605
458,Brute Force Attack,Energy,India,2023-04-30,Medium,2630435,621
459,DDoS,Telecommunications,Brazil,2015-04-13,Low,3829855,148
460,DDoS,E-commerce,USA,2016-06-02,High,501171,879
461,Man-in-the-Middle,Defense,India,2022-12-16,High,3489629,656
462,Malware,Finance,India,2023-11-29,Critical,3937829,396
463,Ransomware,Retail,UK,2022-07-26,Low,1771399,768
464,Privilege Escalation,Telecommunications,France,2015-11-22,Critical,3461053,934
465,Zero-day Exploit,Energy,South Korea,2019-11-20,Medium,2870035,333
466,Phishing,E-commerce,Russia,2023-09-20,Critical,4686536,570
467,Malware,Healthcare,Germany,2022-12-18,Low,779121,412
468,Malware,Telecommunications,France,2019-01-01,High,1031648,464
469,Privilege Escalation,Government,France,2015-11-21,Low,815129,160
470,Phishing,Finance,USA,2021-12-23,High,4557790,392
471,Privilege Escalation,Telecommunications,South Korea,2020-07-02,Critical,771761,833
472,Zero-day Exploit,Finance,Russia,2021-07-24,Critical,3658880,723
473,SQL Injection,E-commerce,USA,2020-01-07,Medium,3738494,166
474,Man-in-the-Middle,Finance,Russia,2023-03-06,High,1651392,90
475,SQL Injection,Retail,South Korea,2021-09-17,Critical,1095303,882
476,Malware,Defense,Japan,2021-05-28,High,4239293,445
477,Ransomware,Technology,USA,2017-05-13,High,527237,251
478,Malware,Government,Japan,2018-08-07,High,2175188,993
479,Privilege Escalation,Telecommunications,India,2016-09-07,Medium,2424888,931
480,Man-in-the-Middle,Retail,Germany,2024-12-02,Medium,2614324,715
481,Privilege Escalation,Defense,France,2017-07-14,Critical,3093042,395
482,Phishing,Technology,Brazil,2018-12-15,Medium,3968524,142
483,SQL Injection,Technology,Germany,2019-11-22,Medium,4456186,91
484,Brute Force Attack,Healthcare,Japan,2021-02-04,High,2465135,200
485,SQL Injection,E-commerce,South Korea,2017-06-14,High,4288578,731
486,SQL Injection,Technology,China,2021-09-24,High,156522,95
487,DDoS,Education,Japan,2016-05-21,Critical,4320406,17
488,SQL Injection,Education,Japan,2019-05-23,Low,45403,280
489,Privilege Escalation,Technology,UK,2019-12-07,Critical,3565923,355
490,Man-in-the-Middle,Retail,China,2020-12-17,High,2679442,816
491,Zero-day Exploit,Telecommunications,China,2023-10-11,Medium,1936347,975
492,Ransomware,Telecommunications,Germany,2023-10-22,Medium,2111639,43
493,Cross-site Scripting (XSS),Technology,Germany,2016-02-17,Critical,4292713,506
494,Ransomware,Education,Brazil,2022-08-31,Low,3796627,433
495,Man-in-the-Middle,Government,Germany,2018-11-17,Critical,399323,681
496,Ransomware,E-commerce,USA,2024-03-04,Critical,2573581,754
497,Man-in-the-Middle,Healthcare,USA,2015-12-07,Low,2857213,486
498,Cross-site Scripting (XSS),Energy,UK,2019-03-10,Medium,1115312,955
499,Man-in-the-Middle,Energy,France,2017-09-09,Critical,3283789,108
500,Malware,Telecommunications,Russia,2023-04-06,Critical,2821867,794
501,Phishing,Energy,South Korea,2019-06-26,Medium,601291,919
502,DDoS,Defense,South Korea,2021-05-27,Low,4931504,456
503,Ransomware,Education,Japan,2020-12-11,Medium,840464,77
504,Malware,Telecommunications,USA,2015-02-08,Low,2670894,903
505,Malware,Government,Japan,2017-09-22,Low,3530770,699
506,Ransomware,Defense,USA,2018-01-09,High,237271,744
507,SQL Injection,Retail,China,2015-01-12,Critical,2602950,126
508,Privilege Escalation,Government,Brazil,2019-01-03,Medium,995701,260
509,Privilege Escalation,Telecommunications,India,2023-02-26,Critical,4831336,905
510,Cross-site Scripting (XSS),Defense,UK,2016-12-25,High,3965975,419
511,Phishing,Telecommunications,South Korea,2024-08-14,Critical,3984369,498
512,Malware,E-commerce,USA,2016-02-18,Medium,4856258,272
513,Man-in-the-Middle,Energy,China,2017-01-05,Low,758524,108
514,Man-in-the-Middle,Defense,China,2019-09-19,Low,2307917,388
515,Ransomware,Defense,USA,2024-03-10,Low,1926538,479
516,Ransomware,Government,China,2021-05-09,Critical,4925633,5
517,Privilege Escalation,Education,Russia,2017-07-19,Critical,2955054,31
518,Malware,Technology,Brazil,2017-09-13,Critical,421751,282
519,Man-in-the-Middle,Finance,Brazil,2016-06-13,Critical,2545980,956
520,Privilege Escalation,Finance,Brazil,2017-09-11,Medium,2508556,827
521,SQL Injection,Education,Japan,2021-10-14,High,3711439,648
522,DDoS,Energy,India,2015-05-10,High,1962041,41
523,Malware,Telecommunications,Japan,2021-11-02,Low,1742075,614
524,Malware,Telecommunications,South Korea,2020-09-07,Low,4603867,879
525,Privilege Escalation,Retail,India,2020-11-27,High,3391716,659
526,SQL Injection,Energy,China,2015-12-02,Critical,743524,588
527,Brute Force Attack,Telecommunications,Germany,2023-12-23,High,459981,809
528,Brute Force Attack,Healthcare,Germany,2023-01-24,High,2782365,99
529,Phishing,Education,Brazil,2019-02-20,High,474699,70
530,Malware,Telecommunications,USA,2017-12-20,Critical,4548300,730
531,Privilege Escalation,Education,France,2015-04-04,Low,3543634,46
532,Phishing,Defense,Russia,2020-09-17,Critical,3857802,845
533,Man-in-the-Middle,Government,China,2019-10-05,Critical,2965538,420
534,Cross-site Scripting (XSS),Energy,Japan,2015-02-10,Low,4954238,527
535,Phishing,Government,India,2015-08-01,Medium,2298884,722
536,Malware,Technology,South Korea,2016-07-29,High,2647087,772
537,Privilege Escalation,Telecommunications,Brazil,2017-02-14,Medium,744147,690
538,Phishing,Retail,Japan,2015-03-31,Low,4928894,596
539,Zero-day Exploit,E-commerce,UK,2016-05-28,High,4150566,598
540,Man-in-the-Middle,Education,Brazil,2019-06-21,Low,4398149,726
541,Malware,E-commerce,South Korea,2021-09-19,Medium,159687,593
542,Cross-site Scripting (XSS),Healthcare,South Korea,2018-07-10,Critical,2098474,306
543,Brute Force Attack,Energy,South Korea,2019-09-13,High,999257,517
544,Man-in-the-Middle,Education,Brazil,2015-03-02,Medium,2860626,742
545,Malware,Healthcare,France,2017-10-28,High,542823,62
546,Malware,Technology,France,2018-02-22,Critical,1078413,972
547,Brute Force Attack,E-commerce,Russia,2021-06-02,Medium,3728158,260
548,Privilege Escalation,Government,Japan,2023-07-26,Medium,4275688,854
549,Brute Force Attack,Education,India,2020-05-19,High,2562333,520
550,Zero-day Exploit,Defense,Japan,2015-04-09,Critical,410513,710
551,Brute Force Attack,Telecommunications,China,2018-03-05,High,1007605,172
552,Phishing,Energy,Japan,2018-04-21,Critical,2004952,990
553,Malware,Education,South Korea,2022-11-18,Medium,3414814,104
554,Ransomware,Education,Japan,2022-08-12,Low,295460,130
555,Man-in-the-Middle,Healthcare,Japan,2018-04-09,Low,4601686,462
556,Malware,Defense,Brazil,2020-06-12,High,4479514,804
557,SQL Injection,Technology,Brazil,2020-12-14,Medium,3709173,800
558,DDoS,Energy,Russia,2019-07-30,Medium,2706802,366
559,SQL Injection,Healthcare,India,2024-04-03,High,3944490,473
560,Privilege Escalation,Defense,UK,2023-01-10,Critical,4045676,130
561,Phishing,Finance,India,2019-04-15,Critical,228896,969
562,Cross-site Scripting (XSS),Telecommunications,Japan,2020-04-05,Medium,75212,607
563,SQL Injection,Government,China,2015-12-31,High,2047784,898
564,DDoS,Healthcare,Russia,2022-02-10,Medium,2069539,706
565,Cross-site Scripting (XSS),E-commerce,Brazil,2018-03-01,High,4339179,391
566,SQL Injection,Healthcare,India,2016-02-16,High,455387,89
567,Cross-site Scripting (XSS),Technology,South Korea,2015-05-22,High,2991758,443
568,SQL Injection,Healthcare,South Korea,2021-09-28,Critical,3703220,36
569,Brute Force Attack,Government,UK,2021-02-05,Critical,4085305,368
570,Privilege Escalation,Healthcare,Russia,2015-09-11,Critical,4842486,716
571,Man-in-the-Middle,Telecommunications,South Korea,2019-06-06,Critical,370724,182
572,Privilege Escalation,Finance,South Korea,2019-09-23,Low,2522879,809
573,Malware,Government,Germany,2015-07-31,Medium,3575682,837
574,Phishing,Healthcare,Brazil,2022-04-16,High,4873958,191
575,Privilege Escalation,Healthcare,South Korea,2017-11-07,High,1916540,197
576,Zero-day Exploit,E-commerce,France,2024-04-24,Critical,4029204,20
577,Brute Force Attack,Retail,Japan,2023-03-12,Low,1833375,827
578,Man-in-the-Middle,Telecommunications,South Korea,2021-08-01,Medium,1512011,789
579,Phishing,Energy,France,2022-04-01,Medium,3915377,315
580,Malware,Telecommunications,South Korea,2015-12-18,Medium,3136733,298
581,Zero-day Exploit,Technology,India,2021-01-26,High,3132283,311
582,Ransomware,E-commerce,Brazil,2015-07-10,Low,3359175,969
583,Brute Force Attack,Defense,China,2020-12-07,Critical,2806195,645
584,Brute Force Attack,Energy,South Korea,2015-01-16,High,4610161,823
585,Malware,Healthcare,India,2017-09-02,Medium,1592702,419
586,DDoS,Telecommunications,USA,2023-12-06,Medium,4724657,561
587,Cross-site Scripting (XSS),Finance,USA,2017-05-24,High,2388804,145
588,Man-in-the-Middle,Government,India,2021-06-19,Low,4631477,639
589,Brute Force Attack,Retail,South Korea,2018-06-10,Critical,1328266,223
590,SQL Injection,Defense,USA,2023-08-05,Low,4162788,407
591,Phishing,E-commerce,China,2021-11-07,Medium,2400850,706
592,Malware,Energy,Japan,2023-01-15,Low,3484364,107
593,DDoS,Telecommunications,Japan,2023-06-07,Low,1580172,418
594,Man-in-the-Middle,Retail,Japan,2019-01-18,Medium,578072,959
595,Zero-day Exploit,Telecommunications,South Korea,2024-01-26,Critical,2521492,228
596,Privilege Escalation,Energy,Brazil,2015-01-24,Medium,2604192,976
597,Cross-site Scripting (XSS),Education,Russia,2017-09-26,Medium,1976605,31
598,Zero-day Exploit,Education,Germany,2016-05-27,Low,1752417,509
599,Malware,Healthcare,France,2019-10-08,Critical,764796,385
600,Privilege Escalation,E-commerce,France,2019-03-11,High,947439,648
601,Malware,Finance,UK,2018-06-07,Critical,1488247,636
602,Ransomware,Defense,Russia,2015-08-11,Low,779261,564
603,SQL Injection,Energy,China,2021-09-04,Medium,1052997,507
604,Man-in-the-Middle,Government,Japan,2018-07-14,High,3177184,998
605,Zero-day Exploit,Retail,Japan,2019-08-07,Critical,2624140,190
606,Phishing,Finance,Brazil,2019-05-27,Low,3360755,987
607,Cross-site Scripting (XSS),Telecommunications,Brazil,2020-03-09,High,4379620,434
608,Ransomware,Technology,India,2018-09-15,High,3670641,80
609,Cross-site Scripting (XSS),Telecommunications,India,2015-03-11,High,1114982,639
610,Malware,Finance,China,2015-03-02,Critical,4723997,145
611,Phishing,Defense,UK,2017-12-17,Medium,2651948,792
612,Privilege Escalation,Defense,Brazil,2023-07-16,High,600280,191
613,Privilege Escalation,Technology,Russia,2022-04-12,Medium,2800921,373
614,Phishing,Finance,France,2017-12-11,Low,1926074,411
615,DDoS,Retail,France,2016-08-18,Medium,2216607,469
616,Privilege Escalation,Retail,India,2024-03-25,Medium,1397850,414
617,Privilege Escalation,Retail,Japan,2022-04-06,Critical,1779513,976
618,Cross-site Scripting (XSS),Energy,Germany,2020-12-04,Low,3798290,489
619,DDoS,Government,China,2023-08-22,Medium,2723488,285
620,Zero-day Exploit,Finance,USA,2021-05-27,High,4361626,266
621,Privilege Escalation,Finance,South Korea,2021-10-21,High,443236,60
622,Phishing,Technology,USA,2017-05-17,Low,4438871,761
623,Man-in-the-Middle,Healthcare,Brazil,2015-08-05,High,1467008,872
624,Ransomware,E-commerce,Japan,2019-06-07,Low,1666645,25
625,Brute Force Attack,Finance,China,2024-09-06,High,134500,609
626,SQL Injection,Government,UK,2015-03-18,Medium,4175134,121
627,Cross-site Scripting (XSS),Energy,Germany,2017-04-13,High,4865411,833
628,DDoS,Government,Brazil,2016-09-02,High,430496,820
629,SQL Injection,Telecommunications,France,2021-07-26,High,4531439,161
630,Phishing,Energy,India,2016-07-08,Medium,1877633,242
631,Privilege Escalation,E-commerce,India,2019-09-10,High,4268971,305
632,Phishing,E-commerce,UK,2017-10-15,Medium,3720979,465
633,Man-in-the-Middle,Finance,South Korea,2020-06-07,High,3912016,758
634,Phishing,Retail,UK,2015-09-22,Medium,1324923,486
635,Malware,Finance,South Korea,2024-08-12,Low,3078946,137
636,Man-in-the-Middle,Defense,Japan,2022-04-25,High,2703641,529
637,Brute Force Attack,Technology,Japan,2018-07-26,Medium,4897340,590
638,Zero-day Exploit,Defense,Japan,2019-05-26,Medium,1820754,775
639,Ransomware,Telecommunications,UK,2017-07-10,Critical,2277476,900
640,Privilege Escalation,Healthcare,Japan,2021-01-31,Medium,3857254,797
641,Man-in-the-Middle,E-commerce,Russia,2024-12-17,High,139433,482
642,Zero-day Exploit,Technology,Germany,2024-03-18,High,1336735,381
643,Zero-day Exploit,Defense,Russia,2017-06-29,Critical,4957057,227
644,Privilege Escalation,Healthcare,USA,2020-03-29,Critical,2085728,678
645,Brute Force Attack,Education,China,2020-04-25,High,1926464,784
646,Brute Force Attack,Energy,China,2017-03-23,Medium,2119856,880
647,Phishing,Energy,Brazil,2024-05-25,Medium,686979,256
648,Malware,Energy,Brazil,2015-09-10,High,999365,113
649,DDoS,Finance,France,2021-11-10,Critical,1982474,632
650,Phishing,Defense,China,2022-03-26,Medium,3167634,495
651,Zero-day Exploit,Technology,Russia,2015-03-14,Low,2489884,252
652,Brute Force Attack,Finance,Japan,2022-04-12,Critical,3305884,45
653,Phishing,Telecommunications,France,2020-10-05,High,3081063,579
654,Man-in-the-Middle,Energy,Germany,2015-12-21,High,1733920,655
655,Man-in-the-Middle,Healthcare,France,2015-08-12,High,1659339,89
656,Phishing,Finance,UK,2015-07-18,Critical,2104391,823
657,SQL Injection,Finance,South Korea,2018-03-10,Medium,4990716,902
658,Cross-site Scripting (XSS),Telecommunications,China,2022-12-02,Medium,3361310,502
659,Privilege Escalation,Defense,India,2017-04-29,Critical,3229710,11
660,DDoS,Government,Germany,2016-12-02,High,2494807,834
661,DDoS,Telecommunications,UK,2016-07-28,Low,3103168,340
662,Privilege Escalation,Technology,France,2020-12-15,Low,3267409,665
663,DDoS,Government,Brazil,2024-02-22,High,3452968,617
664,Phishing,Healthcare,China,2016-09-14,Critical,1164198,677
665,Privilege Escalation,Education,Brazil,2021-11-23,Low,1626308,487
666,Ransomware,Finance,India,2017-10-17,High,3980864,420
667,Phishing,Energy,UK,2019-03-04,Critical,1402575,111
668,Malware,Retail,France,2023-10-31,Low,1963743,464
669,Ransomware,Government,USA,2024-08-01,Critical,1149694,998
670,Brute Force Attack,Healthcare,India,2015-07-27,Critical,106097,91
671,SQL Injection,Energy,Russia,2015-04-16,Medium,1761282,595
672,Privilege Escalation,Telecommunications,China,2019-04-01,High,4439170,992
673,Malware,Defense,India,2016-07-04,Critical,1428417,260
674,Malware,Defense,Brazil,2023-09-07,High,4306090,141
675,Privilege Escalation,Education,Japan,2020-06-19,Low,2508636,430
676,Brute Force Attack,Retail,UK,2017-02-17,Low,4449676,569
677,Zero-day Exploit,Technology,UK,2021-02-18,Low,2464667,103
678,Cross-site Scripting (XSS),Government,South Korea,2019-01-19,Low,2167688,103
679,Zero-day Exploit,Healthcare,Russia,2021-01-23,Low,41157,305
680,SQL Injection,Energy,Brazil,2024-12-31,High,4629640,318
681,SQL Injection,Healthcare,South Korea,2024-01-11,Medium,2071324,860
682,Malware,Finance,Brazil,2015-02-05,Critical,602904,993
683,SQL Injection,Defense,South Korea,2024-12-11,Critical,1469630,161
684,Malware,Technology,India,2023-12-12,Critical,4131034,296
685,Ransomware,Government,China,2023-08-29,Critical,1745228,5
686,Zero-day Exploit,Retail,France,2016-02-25,High,4810308,980
687,Zero-day Exploit,Defense,Russia,2023-08-09,Critical,1672040,212
688,Cross-site Scripting (XSS),Defense,China,2020-03-29,Medium,2972124,200
689,Cross-site Scripting (XSS),Healthcare,USA,2021-02-18,High,936373,99
690,Zero-day Exploit,E-commerce,Russia,2020-02-07,Critical,3845983,953
691,Privilege Escalation,Healthcare,India,2016-10-08,Medium,3568056,5
692,Ransomware,Finance,South Korea,2021-08-24,Medium,1285985,325
693,Phishing,Defense,Japan,2015-07-19,Medium,3028634,422
694,Privilege Escalation,Defense,Brazil,2020-01-19,Low,3182966,276
